date,time,channel_id,habitat_type,visibility_ft,depth_ft,distance_to_bank_ft,distance_to_cover_ft,cover_type,overhead,unembedded_cobble,distance to cobble_ft,velocity_fps,substrate,fish_type,fish_size,fish_number,comments
2018-03-27,NA,Wyndham Control,Pool,10,1.66,10.25,0,Overhead cover,NA,Yes,0,0,Cobble,Fall Run Chinook,61-80mm,10,NA
2018-03-27,NA,Wyndham Control,Pool,10,1.8,1.5,0,Fine Woody Debris,NA,Yes,0,0,Cobble,Fall Run Chinook,61-80mm,15,NA
2018-03-27,NA,Wyndham Control,Pool,10,1.8,1.5,0,Fine Woody Debris,NA,Yes,0,0,Cobble,Winter Run Chinook,81-100mm,1,NA
2018-03-27,NA,Wyndham Control,Riffle,10,0.66,2.5,0,Fine Woody Debris,NA,Yes,0.5,0.18,Gravel,Fall Run Chinook,51-60mm,2,NA
2018-03-27,NA,Wyndham Control,Flatwater,10,1.33,6.170000076293945,0.8299999833106995,Fine Woody Debris,NA,Yes,0.92,0.24,Gravel,Rainbow Trout/Steelhead,<41mm,1,NA
2018-03-27,NA,Wyndham Control,Flatwater,10,0.75,9.199999809265137,0,Cobble,NA,Yes,0,0.28,Cobble,Rainbow Trout/Steelhead,<41mm,2,NA
2018-03-27,NA,Wyndham Control,Flatwater,10,1,8.329999923706055,0.5,Cobble,NA,Yes,0.5,0.32,Gravel,Rainbow Trout/Steelhead,<41mm,1,NA
2018-03-27,NA,Wyndham Control,Flatwater,10,1.5,12.65999984741211,0,Cobble,NA,Yes,0,0.33,Cobble,Rainbow Trout/Steelhead,<41mm,1,NA
2018-03-27,NA,Wyndham Control,Flatwater,10,0.66,3.8299999237060547,2.6600000858306885,Undercut Bank,NA,Yes,0,0.42,Gravel,Rainbow Trout/Steelhead,<41mm,2,NA
2018-03-27,NA,Wyndham Control,Pool,10,1.08,2.75,0,"Branches, Small Woody Debris",NA,Yes,2,0.55,Cobble,Rainbow Trout/Steelhead,<41mm,1,NA
2018-03-27,NA,Wyndham Control,Flatwater,10,0.66,15.5,0,Cobble,NA,Yes,0,0.55,Cobble,Rainbow Trout/Steelhead,<41mm,1,NA
2018-03-27,NA,Wyndham Control,Pool,10,0.92,4,5.659999847412109,Overhead cover,NA,Yes,0,0.56,Cobble,Rainbow Trout/Steelhead,<41mm,1,NA
2018-03-27,NA,Wyndham Control,Pool,10,0.92,4.75,0.5,Fine Woody Debris,NA,Yes,0.75,0.61,Gravel,Rainbow Trout/Steelhead,41-50mm,3,NA
2018-03-27,NA,Wyndham Control,Pool,10,0.83,4.329999923706055,0,Fine Woody Debris,NA,Yes,0,0.88,Cobble,Rainbow Trout/Steelhead,<41mm,13,NA
2018-03-27,NA,Wyndham Control,Pool,10,1.66,10.25,0,Overhead cover,NA,Yes,0,1.12,Cobble,Rainbow Trout/Steelhead,161-180mm,1,NA
2018-03-27,NA,Wyndham Control,Pool,10,1.66,10.25,0,Overhead cover,NA,Yes,0,1.12,Cobble,Fall Run Chinook,51-60mm,2,NA
2018-03-27,NA,Wyndham Control,Pool,10,1.66,10.25,0,Overhead cover,NA,Yes,0,1.12,Cobble,Winter Run Chinook,81-100mm,40,NA
2018-03-28,NA,Wyndham Control,Riffle,10,0.33,4,0,Cobble,NA,Yes,0,0,Cobble,Rainbow Trout/Steelhead,<41mm,1,NA
2018-04-18,NA,Wyndham Control,Pool,10,3.86,1.5,0.1599999964237213,"Branches, Small Woody Debris",NA,Yes,0,0.03,Cobble,Late Fall Run Run Chinook,<41mm,1,NA
2018-04-18,NA,Wyndham Control,Pool,10,1,1.659999966621399,0,"Branches, Small Woody Debris",NA,Yes,1.84,0.09,Gravel,Rainbow Trout/Steelhead,41-50mm,2,NA
2018-04-18,NA,Wyndham Control,Pool,10,1,1.659999966621399,0,"Branches, Small Woody Debris",NA,Yes,1.84,0.09,Gravel,Fall Run Chinook,51-60mm,8,NA
2018-04-18,NA,Wyndham Control,Pool,10,1.25,7.5,0.20000000298023224,"Branches, Small Woody Debris",NA,Yes,0,0.24,Cobble,Fall Run Chinook,41-50mm,7,NA
2018-04-18,NA,Wyndham Control,Pool,10,1.25,7.5,0.20000000298023224,"Branches, Small Woody Debris",NA,Yes,0,0.24,Cobble,Fall Run Chinook,51-60mm,8,NA
2018-04-18,NA,Wyndham Control,Pool,10,1.25,7.5,0.20000000298023224,"Branches, Small Woody Debris",NA,Yes,0,0.24,Cobble,Fall Run Chinook,61-80mm,3,NA
2018-04-18,NA,Wyndham Control,Pool,10,1.5,3,0.33000001311302185,Fine Woody Debris,NA,Yes,1.33,0.49,Bedrock,Rainbow Trout/Steelhead,41-50mm,3,NA
2018-04-18,NA,Wyndham Control,Pool,10,1.25,6.659999847412109,0.5,"Branches, Small Woody Debris",NA,Yes,0.5,0.49,Gravel,Rainbow Trout/Steelhead,41-50mm,2,NA
2018-04-18,NA,Wyndham Control,Pool,10,1.25,2,0,Overhead cover,NA,Yes,0,0.53,Cobble,Fall Run Chinook,41-50mm,1,NA
2018-04-18,NA,Wyndham Control,Pool,10,1.5,3.6600000858306885,0,"Branches, Small Woody Debris",NA,Yes,0,0.53,Cobble,Fall Run Chinook,41-50mm,1,NA
2018-04-18,NA,Wyndham Control,Pool,10,1.5,4,0,"Branches, Small Woody Debris",NA,Yes,0,0.71,Cobble,Fall Run Chinook,41-50mm,1,NA
2018-04-18,NA,Wyndham Control,Pool,10,1.25,4,0,Overhead cover,NA,Yes,0.2,0.74,Gravel,Rainbow Trout/Steelhead,41-50mm,3,NA
2018-04-23,NA,Wyndham Control,Flatwater,10,1.5,10,6,Fine Woody Debris,NA,Yes,2.25,0.25,Gravel,Rainbow Trout/Steelhead,<41mm,1,NA
2018-04-23,NA,Wyndham Control,Pool,10,1,2,0,"Branches, Small Woody Debris",NA,Yes,0.1,0.47,Gravel,Rainbow Trout/Steelhead,<41mm,2,NA
2018-05-21,NA,Wyndham Control,Flatwater,10,1.7,5.800000190734863,0,"Branches, Small Woody Debris",NA,No,0,0.03,Mud/Organic,Rainbow Trout/Steelhead,41-50mm,8,NA
2018-05-21,NA,Wyndham Control,Flatwater,10,1.7,5.800000190734863,0,"Branches, Small Woody Debris",NA,No,0,0.03,Mud/Organic,Rainbow Trout/Steelhead,61-80mm,1,NA
2018-05-21,NA,Wyndham Control,Flatwater,10,1.6,5,0.4000000059604645,Fine Woody Debris,NA,Yes,3.8,0.06,Mud/Organic,Rainbow Trout/Steelhead,41-50mm,2,NA
2018-05-21,NA,Wyndham Control,Flatwater,10,0.8,0.699999988079071,0,Fine Woody Debris,NA,Yes,1.9,0.27,Gravel,Rainbow Trout/Steelhead,51-60mm,1,NA
2018-05-21,NA,Wyndham Control,Pool,10,2,9.100000381469727,0,"Branches, Small Woody Debris",NA,Yes,0,0.3,Cobble,Fall Run Chinook,81-100mm,1,NA
2018-05-21,NA,Wyndham Control,Flatwater,10,1.3,4.699999809265137,0,"Branches, Small Woody Debris",NA,Yes,4.5,0.35,Gravel,Fall Run Chinook,51-60mm,4,NA
2018-05-21,NA,Wyndham Control,Flatwater,10,1.3,4.699999809265137,0,"Branches, Small Woody Debris",NA,Yes,4.4,0.35,Gravel,Rainbow Trout/Steelhead,51-60mm,4,NA
2018-05-21,NA,Wyndham Control,Flatwater,10,1.3,4.699999809265137,0,"Branches, Small Woody Debris",NA,Yes,4.4,0.35,Gravel,Rainbow Trout/Steelhead,61-80mm,2,NA
2018-05-21,NA,Wyndham Control,Flatwater,10,1.3,4.699999809265137,0,"Branches, Small Woody Debris",NA,Yes,4.4,0.35,Gravel,Fall Run Chinook,81-100mm,4,NA
2018-05-21,NA,Wyndham Control,Pool,10,1.8,5.5,1.600000023841858,"Branches, Small Woody Debris",NA,Yes,0,0.46,Cobble,Fall Run Chinook,41-50mm,1,NA
2018-05-21,NA,Wyndham Control,Pool,10,1.8,5.5,1.600000023841858,"Branches, Small Woody Debris",NA,Yes,0,0.46,Cobble,Fall Run Chinook,51-60mm,3,NA
2018-05-21,NA,Wyndham Control,Pool,10,1.8,5.5,1.600000023841858,"Branches, Small Woody Debris",NA,Yes,0,0.46,Cobble,Fall Run Chinook,81-100mm,4,NA
2018-05-21,NA,Wyndham Control,Flatwater,10,1.1,3.5999999046325684,0,"Branches, Small Woody Debris",NA,Yes,2.5,0.68,Gravel,Rainbow Trout/Steelhead,61-80mm,1,NA
2018-05-21,NA,Wyndham Control,Pool,10,1,4.599999904632568,0.4000000059604645,"Branches, Small Woody Debris",NA,Yes,1.5,0.75,Cobble,Rainbow Trout/Steelhead,51-60mm,35,NA
2018-05-21,NA,Wyndham Control,Flatwater,10,1.2,4.900000095367432,0,"Branches, Small Woody Debris",NA,Yes,1.2,0.84,Gravel,Rainbow Trout/Steelhead,51-60mm,1,NA
2018-05-21,NA,Wyndham Control,Flatwater,10,1.2,4.900000095367432,0,"Branches, Small Woody Debris",NA,Yes,1.2,0.84,Gravel,Rainbow Trout/Steelhead,61-80mm,2,NA
2018-05-21,NA,Wyndham Control,Pool,10,1.1,9,0.30000001192092896,"Branches, Small Woody Debris",NA,Yes,0.6,0.86,Gravel,Fall Run Chinook,51-60mm,1,NA
2018-05-21,NA,Wyndham Control,Pool,10,1.1,4.800000190734863,1.100000023841858,"Branches, Small Woody Debris",NA,Yes,1.3,0.9,Gravel,Fall Run Chinook,81-100mm,16,NA
2018-05-21,NA,Wyndham Control,Pool,10,1.2,7.5,0.4000000059604645,"Branches, Small Woody Debris",NA,Yes,0.3,1.1,Gravel,Rainbow Trout/Steelhead,81-100mm,1,NA
2018-05-21,NA,Wyndham Control,Pool,10,1.4,7.099999904632568,0,"Branches, Small Woody Debris",NA,Yes,0,1.3,Cobble,Fall Run Chinook,51-60mm,28,NA
2018-05-21,NA,Wyndham Control,Pool,10,1.4,7.099999904632568,0,"Branches, Small Woody Debris",NA,Yes,0,1.3,Cobble,Rainbow Trout/Steelhead,61-80mm,30,NA
2018-05-21,NA,Wyndham Control,Pool,10,1.1,14.899999618530273,0,"Branches, Small Woody Debris",NA,Yes,0,1.6,Cobble,Fall Run Chinook,51-60mm,2,NA
2018-05-21,NA,Wyndham Control,Pool,10,1.1,14.899999618530273,0,"Branches, Small Woody Debris",NA,Yes,0,1.6,Cobble,Fall Run Chinook,61-80mm,4,NA
2018-05-21,NA,Wyndham Control,Pool,10,1.5,12.399999618530273,6,"Branches, Small Woody Debris",NA,Yes,0.4,1.7,Gravel,Fall Run Chinook,51-60mm,6,NA
2018-05-21,NA,Wyndham Control,Pool,10,1.5,12.399999618530273,6,"Branches, Small Woody Debris",NA,Yes,0.4,1.7,Gravel,Fall Run Chinook,61-80mm,4,NA
2018-05-21,NA,Wyndham Control,Pool,10,1.5,12.399999618530273,6,"Branches, Small Woody Debris",NA,Yes,0.4,1.7,Gravel,Rainbow Trout/Steelhead,61-80mm,1,NA
2018-05-21,NA,Wyndham Control,Pool,10,1,16.700000762939453,0.6000000238418579,"Branches, Small Woody Debris",NA,Yes,0,1.8,Cobble,Rainbow Trout/Steelhead,51-60mm,1,NA
2018-05-21,NA,Wyndham Control,Pool,10,1.9,9.899999618530273,0.30000001192092896,"Branches, Small Woody Debris",NA,Yes,0,2.5,Cobble,Fall Run Chinook,81-100mm,1,NA
2018-05-21,NA,Wyndham Control,Pool,10,2.1,14,1,"Branches, Small Woody Debris",NA,Yes,0,4.3,Cobble,Fall Run Chinook,81-100mm,1,NA
2018-08-13,NA,Wyndham Control,Pool,10,0.3,0.5,0.1599999964237213,Fine Woody Debris,NA,No,0,0,Sand,Rainbow Trout/Steelhead,<41mm,1,date 8/13/18
2018-08-13,NA,Wyndham Control,Pool,10,0.75,2.5999999046325684,0.25,Fine Woody Debris,NA,Yes,0.6,0,Sand,Rainbow Trout/Steelhead,<41mm,1,date 8/13/18
2018-08-13,NA,Wyndham Control,Flatwater,10,0.75,7.5,0,Fine Woody Debris,NA,Yes,0,0,Cobble,Rainbow Trout/Steelhead,<41mm,1,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,1,3,1.75,Fine Woody Debris,NA,Yes,1,0,Gravel,Rainbow Trout/Steelhead,<41mm,2,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,1,2.5,0.5,Fine Woody Debris,NA,No,0,0,Sand,Rainbow Trout/Steelhead,<41mm,2,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,2.75,4.75,0,Fine Woody Debris,NA,Yes,1.66,0,Mud/Organic,Rainbow Trout/Steelhead,<41mm,12,date 8 13
2018-08-13,NA,Wyndham Control,Pool,10,1.16,0.5,0.5,Undercut Bank,NA,Yes,0.08,0,Sand,Rainbow Trout/Steelhead,<41mm,1,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,1.33,2.5,0.1599999964237213,"Branches, Small Woody Debris",NA,No,0,0,Mud/Organic,Rainbow Trout/Steelhead,41-50mm,2,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,1.5,7,0,Fine Woody Debris,NA,No,0,0,Mud/Organic,Rainbow Trout/Steelhead,41-50mm,12,date 8 13
2018-08-13,NA,Wyndham Control,Riffle,10,0.6,1.5,0.800000011920929,Fine Woody Debris,NA,Yes,0.5,0,Sand,Rainbow Trout/Steelhead,51-60mm,25,date 8/13/18
2018-08-13,NA,Wyndham Control,Flatwater,10,2.75,4.75,0,Fine Woody Debris,NA,Yes,1.66,0,Mud/Organic,Rainbow Trout/Steelhead,51-60mm,5,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,2.16,4,1.7999999523162842,Fine Woody Debris,NA,Yes,1,0,Mud/Organic,Rainbow Trout/Steelhead,51-60mm,3,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,2.75,4.75,0,Fine Woody Debris,NA,Yes,1.66,0,Mud/Organic,Rainbow Trout/Steelhead,61-80mm,9,date 8 13
2018-08-13,NA,Wyndham Control,Pool,10,2.25,3.1600000858306885,0,Fine Woody Debris,NA,No,0,0.1,Sand,Rainbow Trout/Steelhead,<41mm,2,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,1.16,1.3300000429153442,0,Fine Woody Debris,NA,Yes,0,0.1,Cobble,Rainbow Trout/Steelhead,<41mm,2,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,2.25,4.329999923706055,1.659999966621399,Fine Woody Debris,NA,Yes,0.5,0.1,Gravel,Rainbow Trout/Steelhead,<41mm,2,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,2.8,9.079999923706055,0.5,Fine Woody Debris,NA,Yes,3.16,0.1,Gravel,Rainbow Trout/Steelhead,<41mm,12,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,1.25,2.5,0.5,Fine Woody Debris,NA,Yes,3.5,0.1,Sand,Rainbow Trout/Steelhead,<41mm,2,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,2,5.5,0,"Branches, Small Woody Debris",NA,Yes,3.5,0.1,Gravel,Rainbow Trout/Steelhead,101-120mm,2,date 8 13
2018-08-13,NA,Wyndham Control,Riffle,10,0.92,19,0.5,Fine Woody Debris,NA,Yes,1.4,0.1,Sand,Rainbow Trout/Steelhead,41-50mm,8,date 8/13/18
2018-08-13,NA,Wyndham Control,Pool,10,2.25,3.1600000858306885,0,Fine Woody Debris,NA,No,0,0.1,Sand,Rainbow Trout/Steelhead,41-50mm,3,date 8 13
2018-08-13,NA,Wyndham Control,Pool,10,2.8,4.25,0.30000001192092896,Fine Woody Debris,NA,No,0,0.1,Sand,Rainbow Trout/Steelhead,41-50mm,8,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,1.16,1.3300000429153442,0,Fine Woody Debris,NA,Yes,0,0.1,Cobble,Rainbow Trout/Steelhead,41-50mm,12,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,3.16,11.75,0,Aquatic Veg,NA,Yes,0,0.1,Cobble,Rainbow Trout/Steelhead,41-50mm,1,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,1.75,5,0.25,Fine Woody Debris,NA,Yes,3,0.1,Mud/Organic,Rainbow Trout/Steelhead,41-50mm,8,date 8 13
2018-08-13,NA,Wyndham Control,Riffle,10,0.92,19,0.5,Fine Woody Debris,NA,Yes,1.4,0.1,Sand,Rainbow Trout/Steelhead,51-60mm,2,date 8/13/18
2018-08-13,NA,Wyndham Control,Riffle,10,0.6,15,0,"Branches, Small Woody Debris",NA,Yes,0,0.1,Cobble,Rainbow Trout/Steelhead,51-60mm,2,date 8/13/18
2018-08-13,NA,Wyndham Control,Pool,10,2.25,3.1600000858306885,0,Fine Woody Debris,NA,No,0,0.1,Sand,Rainbow Trout/Steelhead,51-60mm,4,date 8 13
2018-08-13,NA,Wyndham Control,Pool,10,3.58,8.25,0,"Branches, Small Woody Debris",NA,Yes,4,0.1,Mud/Organic,Rainbow Trout/Steelhead,51-60mm,3,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,1.16,1.3300000429153442,0,Fine Woody Debris,NA,Yes,0,0.1,Boulder,Rainbow Trout/Steelhead,51-60mm,10,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,2.8,9.079999923706055,0.5,Fine Woody Debris,NA,Yes,3.16,0.1,Gravel,Rainbow Trout/Steelhead,51-60mm,5,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,2.33,6,0,"Branches, Small Woody Debris",NA,No,0,0.1,Mud/Organic,Rainbow Trout/Steelhead,51-60mm,12,date 8 13
2018-08-13,NA,Wyndham Control,Riffle,10,0.92,19,0.4000000059604645,Fine Woody Debris,NA,Yes,1.4,0.1,Sand,Rainbow Trout/Steelhead,61-80mm,2,date 8/13/18
2018-08-13,NA,Wyndham Control,Flatwater,10,1.16,1.3300000429153442,0,Fine Woody Debris,NA,Yes,0,0.1,Cobble,Rainbow Trout/Steelhead,61-80mm,3,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,2,5.5,0,"Branches, Small Woody Debris",NA,Yes,3.5,0.1,Gravel,Rainbow Trout/Steelhead,61-80mm,15,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,1.8,5.5,1.5800000429153442,Fine Woody Debris,NA,No,0,0.1,Mud/Organic,Rainbow Trout/Steelhead,61-80mm,1,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,1.8,5.5,1.5800000429153442,Fine Woody Debris,NA,No,0,0.1,Mud/Organic,Rainbow Trout/Steelhead,81-100mm,2,date 8 13
2018-08-13,NA,Wyndham Control,Pool,10,2.25,1.2999999523162842,0.07999999821186066,Fine Woody Debris,NA,Yes,0.5,0.2,Sand,Rainbow Trout/Steelhead,41-50mm,2,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,1,0.33000001311302185,0,Undercut Bank,NA,Yes,0,0.2,Cobble,Rainbow Trout/Steelhead,41-50mm,1,date 8 13
2018-08-13,NA,Wyndham Control,Pool,10,2.25,1.2999999523162842,0.07999999821186066,Fine Woody Debris,NA,Yes,0.5,0.2,Sand,Rainbow Trout/Steelhead,51-60mm,1,date 8 13
2018-08-13,NA,Wyndham Control,Pool,10,4.16,9.5,0.25,Aquatic Veg,NA,Yes,0,0.2,Cobble,Rainbow Trout/Steelhead,51-60mm,3,date 8 13
2018-08-13,NA,Wyndham Control,Pool,10,2.25,1.2999999523162842,0.07999999821186066,Fine Woody Debris,NA,Yes,0.5,0.2,Sand,Rainbow Trout/Steelhead,61-80mm,1,date 8 13
2018-08-13,NA,Wyndham Control,Pool,10,2.75,8,4.5,Fine Woody Debris,NA,Yes,0,0.3,Cobble,Rainbow Trout/Steelhead,<41mm,2,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,1,3.3299999237060547,1.159999966621399,Fine Woody Debris,NA,Yes,0.8,0.3,Gravel,Rainbow Trout/Steelhead,41-50mm,15,date 8 13
2018-08-13,NA,Wyndham Control,Pool,10,1,1.7999999523162842,0,Fine Woody Debris,NA,Yes,0.5,0.3,Sand,Rainbow Trout/Steelhead,51-60mm,1,NA
2018-08-13,NA,Wyndham Control,Flatwater,10,1,3.3299999237060547,1.159999966621399,Fine Woody Debris,NA,Yes,0.8,0.3,Gravel,Rainbow Trout/Steelhead,61-80mm,2,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,1,3.3299999237060547,1.159999966621399,Fine Woody Debris,NA,Yes,0.8,0.3,Gravel,Rainbow Trout/Steelhead,81-100mm,3,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,1.08,3.5,0,Fine Woody Debris,NA,Yes,0.75,0.4,Cobble,Rainbow Trout/Steelhead,<41mm,10,date 8 13
2018-08-13,NA,Wyndham Control,Riffle,10,1.5,1,0.30000001192092896,Fine Woody Debris,NA,Yes,0.6,0.4,Sand,Rainbow Trout/Steelhead,41-50mm,12,date 8/13/18
2018-08-13,NA,Wyndham Control,Flatwater,10,1.08,3.5,0,Fine Woody Debris,NA,Yes,0.75,0.4,Cobble,Rainbow Trout/Steelhead,41-50mm,12,date 8 13
2018-08-13,NA,Wyndham Control,Riffle,10,1.5,1,0.30000001192092896,Fine Woody Debris,NA,Yes,0.6,0.4,Sand,Rainbow Trout/Steelhead,51-60mm,8,date 8/13/18
2018-08-13,NA,Wyndham Control,Flatwater,10,1.08,3.5,0,Fine Woody Debris,NA,Yes,0.75,0.4,Cobble,Rainbow Trout/Steelhead,51-60mm,1,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,1.75,5.840000152587891,0,Cobble,NA,Yes,0,0.4,Cobble,Rainbow Trout/Steelhead,61-80mm,4,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,1.25,3.25,1.5,Fine Woody Debris,NA,Yes,0.25,0.5,Gravel,Rainbow Trout/Steelhead,<41mm,2,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,2,4.5,0,Cobble,NA,Yes,0,0.5,NA,Rainbow Trout/Steelhead,51-60mm,3,date 8 13
2018-08-13,NA,Wyndham Control,Flatwater,10,2,4.5,0,Cobble,NA,Yes,0,0.5,Cobble,Rainbow Trout/Steelhead,61-80mm,5,date 8 13
2018-08-13,NA,Wyndham Control,Pool,10,0.8,7.5,0,Cobble,NA,Yes,0,0.8,Cobble,Rainbow Trout/Steelhead,51-60mm,1,NA
2018-08-13,NA,Wyndham Control,Pool,10,2.8,17,0,Cobble,NA,Yes,0,0.8,Cobble,Fall Run Chinook,81-100mm,5,date 8 13
2018-08-13,NA,Wyndham Control,Riffle,10,2.25,34,0,Cobble,NA,Yes,0,1.4,Cobble,Rainbow Trout/Steelhead,101-120mm,2,date 8/13/18
2018-08-13,NA,Wyndham Control,Pool,10,2,11.420000076293945,10,Fine Woody Debris,NA,Yes,0,1.5,Cobble,Rainbow Trout/Steelhead,101-120mm,3,date 8 13
2018-08-13,NA,Wyndham Control,Pool,10,2.75,16,0,Cobble,NA,Yes,0,1.6,Cobble,Rainbow Trout/Steelhead,101-120mm,3,date 8 13
2018-08-13,NA,Wyndham Control,Pool,10,2.75,16,0,Cobble,NA,Yes,0,1.6,Cobble,Rainbow Trout/Steelhead,121-140mm,1,date 8 13
2018-08-13,NA,Wyndham Control,Pool,10,2.75,16,0,Cobble,NA,Yes,0,1.6,Cobble,Rainbow Trout/Steelhead,81-100mm,1,date 8 13
2018-08-13,NA,Wyndham Control,Pool,10,3.25,21,0,Cobble,NA,Yes,0,1.9,Cobble,Fall Run Chinook,101-120mm,1,date 8 13
2018-08-13,NA,Wyndham Control,Pool,10,3.25,21,0,Cobble,NA,Yes,0,1.9,Cobble,Fall Run Chinook,81-100mm,2,date 8 13
2018-08-13,NA,Wyndham Control,Pool,10,3,19.5,0,Cobble,NA,Yes,0,2.1,Cobble,Rainbow Trout/Steelhead,121-140mm,2,date 8 13
2018-08-13,NA,Wyndham Control,Pool,10,3,18.65999984741211,0,Cobble,NA,Yes,0,2.3,Cobble,Fall Run Chinook,101-120mm,1,date 8 13
2018-08-22,NA,Wyndham Control,Pool,10,1,0.6600000262260437,0,Fine Woody Debris,NA,Yes,0,0.01,Cobble,Rainbow Trout/Steelhead,51-60mm,7,8/22/18
2018-08-22,NA,Wyndham Control,Pool,10,1.16,1.25,0.5,Aquatic Veg,NA,Yes,0,0.03,Cobble,Rainbow Trout/Steelhead,41-50mm,9,8/22/18
2018-08-22,NA,Wyndham Control,Pool,10,0.58,0.33000001311302185,0,Fine Woody Debris,NA,Yes,0.25,0.04,Gravel,Rainbow Trout/Steelhead,51-60mm,1,8/22/18
2018-08-22,NA,Wyndham Control,Pool,10,0.88,1.5,0.5,Fine Woody Debris,NA,Yes,0.25,0.06,Gravel,Rainbow Trout/Steelhead,<41mm,1,8/22/18
2018-08-22,NA,Wyndham Control,Pool,10,0.88,0.6600000262260437,0.25,Fine Woody Debris,NA,Yes,0,0.06,Cobble,Rainbow Trout/Steelhead,<41mm,3,8/22/18
2018-08-22,NA,Wyndham Control,Pool,10,0.88,0.6600000262260437,0.25,Fine Woody Debris,NA,Yes,0,0.06,Cobble,Rainbow Trout/Steelhead,51-60mm,3,8/22/18
2018-08-22,NA,Wyndham Control,Pool,10,3,7,0,Fine Woody Debris,NA,Yes,2.08,0.08,Mud/Organic,Rainbow Trout/Steelhead,51-60mm,2,8/22/18
2018-08-22,NA,Wyndham Control,Pool,10,3.16,9,0,Fine Woody Debris,NA,No,0,0.09,Cobble,Rainbow Trout/Steelhead,<41mm,3,8/22/18
2018-08-22,NA,Wyndham Control,Pool,10,3.16,9,0,Fine Woody Debris,NA,No,0,0.09,Cobble,Rainbow Trout/Steelhead,41-50mm,1,8/22/18
2018-08-22,NA,Wyndham Control,Pool,10,3.16,9,0,Fine Woody Debris,NA,No,0,0.09,Cobble,Rainbow Trout/Steelhead,61-80mm,2,8/22/18
2018-08-22,NA,Wyndham Control,Pool,10,1,1.5,0.75,Fine Woody Debris,NA,Yes,0.25,0.1,Sand,Rainbow Trout/Steelhead,41-50mm,4,date 8 13
2018-08-22,NA,Wyndham Control,Pool,10,1.92,1,0,Overhead cover,NA,Yes,0,0.1,Gravel,Rainbow Trout/Steelhead,41-50mm,5,d
2018-08-22,NA,Wyndham Control,Pool,10,0.75,2.1600000858306885,0.5,Fine Woody Debris,NA,Yes,0.08,0.16,Cobble,Rainbow Trout/Steelhead,<41mm,1,8/22/18
2018-08-22,NA,Wyndham Control,Pool,10,0.75,2.1600000858306885,0.5,Fine Woody Debris,NA,Yes,0.08,0.16,Cobble,Rainbow Trout/Steelhead,51-60mm,1,8/22/18
2018-11-19,11:53:38am,Wyndham Control,Riffle,10,0.58,0,0,Cobble,NA,Yes,0,1.1,Cobble,Rainbow Trout/Steelhead,81-100mm,22,NA
2018-11-19,11:29:49am,Wyndham Control,Pool,10,1.66,2.3299999237060547,2.3299999237060547,Undercut Bank,NA,Yes,0,3.6,Cobble,Rainbow Trout/Steelhead,121-140mm,1,NA
2019-01-08,10:31:31am,Wyndham Control,Riffle,0,0.5,1.2000000476837158,0,Cobble,NA,Yes,0,0,Cobble,Fall Run Chinook,41-50mm,30,NA
2019-01-08,10:55:04am,Wyndham Control,Riffle,0,1,5.5,0,Fine Woody Debris,NA,Yes,1,0,Cobble,Fall Run Chinook,41-50mm,150,NA
2019-01-08,11:12:57am,Wyndham Control,Pool,0,1,0.800000011920929,1.399999976158142,Fine Woody Debris,NA,Yes,0,0,Cobble,Fall Run Chinook,41-50mm,40,NA
2019-01-08,11:16:40am,Wyndham Control,Pool,0,1.1,1.7999999523162842,0.6000000238418579,Fine Woody Debris,NA,Yes,0.7,0,Cobble,Fall Run Chinook,41-50mm,20,NA
2019-01-08,11:19:44am,Wyndham Control,Pool,0,1,2.200000047683716,0.20000000298023224,Fine Woody Debris,NA,Yes,0,0,Cobble,Fall Run Chinook,41-50mm,45,NA
